192.168.100.1 : 23 open
192.168.100.1 : 53 open
192.168.100.1 : 80 open
192.168.100.16 : 22 open
192.168.100.17 : 10 open
192.168.100.17 : 10 open
192.168.100.2 : 10 open
192.168.100.2 : 10 open
192.168.100.24 : 80 open
192.168.100.24 : 10 open
192.168.100.24 : 10 open
192.168.100.24 : 10 open
192.168.100.24 : 10 open
192.168.100.26 : 80 open
192.168.100.28 : 10 open
192.168.100.28 : 10 open
